BD,MA1,MA2,MA3,MA4,MA5,MA6,MA7,MA8,MA9,MA10,MA11,MD1,MD2,MD3,MD4,MD5,MD6,MD7,MD8,MD9,MD10,MD11,MD12,MD13,MD14,MD15,MD16,MD17,MD18,MD19,IDMAP,IPCA,LAMP,LMDS,MDS,PBC,TSNE,UMAP,IDMAP_1,IPCA_1,LAMP_1,LMDS_1,MDS_1,PBC_1,TSNE_1,UMAP_1
lp4_transform,tabular,117,90,0.08889,0.07664,0.37607,3.96184,0.33392,0.2001,-1.03836,22088.0,0.22223,0.04759,0.21816,1.07493,2.92825,0.44002,0.19437,0.08739,0.03419,0.08311,0.08547,0.03699,0.02255,0.01562,0.00029,0.78898,0.15488,0.05556,0.00059,1.0,7.0,3.0,8.0,5.5,4.0,2.0,5.5,1.0,7.0,3.0,8.0,5.5,4.0,2.0,5.5
lp5_transform,tabular,164,90,0.1,0.06463,0.28658,4.46683,0.27544,0.19795,-1.0354,29.3485,0.19329,0.03838,0.19591,1.46912,4.13951,0.47419,0.22467,0.09734,0.02252,0.06113,0.06569,0.02791,0.01474,0.01167,0.00015,0.81423,0.12135,0.05155,0.01287,1.5,8.0,5.0,6.0,3.0,7.0,1.5,4.0,1.5,8.0,5.0,6.0,3.0,7.0,1.5,4.0
lungcancer_GSE31210,tabular,226,22,0.27273,0.02112,0.0885,2.83439,0.05616,0.13879,4.64393,61314.0,0.43223,0.02716,0.16479,0.05104,2.65266,0.01011,0.08826,0.14171,0.13707,0.28818,0.18678,0.09377,0.04024,0.01235,0.00153,0.65259,0.31076,0.03599,0.00067,4.0,8.0,6.0,7.0,2.0,5.0,1.0,3.0,4.0,8.0,6.0,7.0,2.0,5.0,1.0,3.0
lymph2,tabular,148,47,0.42553,0.61702,0.48649,0.73857,0.04105,0.0,0.0,0.0,0.65294,0.01227,0.11079,-0.2899,3.32079,0.00018,0.0,0.00211,0.0091,0.09625,0.14102,0.38435,0.28562,0.07354,0.00781,0.73102,0.21226,0.05415,0.00257,3.0,6.0,7.0,8.0,2.0,5.0,1.0,4.0,3.0,6.0,7.0,8.0,2.0,5.0,1.0,4.0
madelon,tabular,2600,500,566.0,0.0,0.37308,6188.0,0.0536,0.0,0.0,0.0,0.45137,0.00768,0.08763,0.08618,3.05277,0.00001,0.00154,0.03809,0.24161,0.43332,0.23829,0.04392,0.00309,0.00012,0.0,0.6841,0.27033,0.04255,0.00303,2.5,4.0,2.5,6.5,8.0,6.5,1.0,5.0,2.5,4.0,2.5,6.5,8.0,6.5,1.0,5.0
MeanWhile1,tabular,253,37,0.02703,0.07777,0.13044,3.57332,0.21981,0.39561,1.96674,8.31651,0.29642,0.02166,0.14717,1.08321,4.59369,0.03579,0.2561,0.28383,0.21915,0.10443,0.06525,0.01948,0.00734,0.00583,0.00279,0.71322,0.24751,0.02726,0.01201,2.0,5.5,4.0,8.0,5.5,7.0,1.0,3.0,2.0,5.5,4.0,8.0,5.5,7.0,1.0,3.0
MegaWatt1,tabular,253,37,0.02703,0.07777,0.13044,3.57332,0.21981,0.39561,1.96674,8.31651,0.29642,0.02166,0.14717,1.08321,4.59369,0.03579,0.2561,0.28383,0.21915,0.10443,0.06525,0.01948,0.00734,0.00583,0.00279,0.71322,0.24751,0.02726,0.01201,2.0,8.0,5.0,5.0,5.0,7.0,1.0,3.0,2.0,8.0,5.0,5.0,5.0,7.0,1.0,3.0
mfeatkarhunen,tabular,2000,65,0.56923,0.0,29.0,0.0,3.32193,0.1072,-0.00428,-0.04854,0.66867,0.00636,0.07976,-0.74704,4.54774,0.00001,0.00001,0.00055,0.00589,0.0272,0.13123,0.47345,0.33181,0.02944,0.00041,0.72546,0.22552,0.03762,0.0114,6.0,8.0,5.0,7.0,3.0,4.0,1.0,2.0,6.0,8.0,5.0,7.0,3.0,4.0,1.0,2.0
MindCave2,tabular,125,39,0.02564,0.07118,192.0,3.4189,0.35417,0.48887,2.14461,6.81798,0.28064,0.02348,0.15323,1.90211,7482.0,0.03071,0.27368,0.39342,0.15045,0.08168,0.01677,0.01729,0.01432,0.01523,0.00645,0.81226,0.13329,0.02645,28,2.0,5.5,3.0,8.0,4.0,5.5,1.0,7.0,2.0,5.5,3.0,8.0,4.0,5.5,1.0,7.0
movement_libras,tabular,360,90,0.1,0.00009,0.00556,0.0,0.0,0.26655,-0.1866,-715.0,0.50757,0.01917,0.13844,-0.14685,3.0395,0.00263,0.01452,0.0558,0.14008,0.25248,0.28236,0.17315,0.06506,0.01253,0.00139,0.68813,0.26444,0.04452,0.00291,5.5,7.0,5.5,8.0,2.5,4.0,1.0,2.5,5.5,7.0,5.5,8.0,2.5,4.0,1.0,2.5
mw1,tabular,403,37,0.02703,0.12943,0.19355,3.63732,0.20622,0.37674,2.42287,14.3019,0.29632,0.02004,0.14156,1.15305,4.90249,0.03355,0.22472,0.32156,0.23867,0.08891,0.05416,0.02115,0.01165,0.0036,0.00202,0.73141,0.22118,0.03257,0.01485,1.5,8.0,5.0,7.0,3.0,6.0,1.5,4.0,1.5,8.0,5.0,7.0,3.0,6.0,1.5,4.0
Nomao,tabular,2067,119,0.0084,0.30044,0.46154,0.72022,0.09308,0.19822,0.31652,6.66156,0.52238,0.01926,0.13878,-0.42674,2.77868,0.00282,0.01137,0.05378,0.13714,0.19518,0.27049,0.25056,0.0719,0.00653,0.00024,0.66768,0.29555,0.03352,0.00326,3.0,7.5,6.0,7.5,4.0,5.0,1.5,1.5,3.0,7.5,6.0,7.5,4.0,5.0,1.5,1.5
onehr,tabular,2536,72,0.01389,0.09428,0.32019,5.31348,0.05563,0.35467,-0.1544,1.72777,0.3879,0.02551,0.1597,0.65247,2.86978,0.00155,0.09658,0.24655,0.23618,0.19203,0.11182,0.06402,0.04142,0.0094,0.00046,0.67563,0.27672,0.04592,0.00173,4.0,5.0,2.0,6.0,7.0,8.0,1.0,3.0,4.0,5.0,2.0,6.0,7.0,8.0,1.0,3.0
optdigits,tabular,5620,62,0.46774,0.47188,0.30214,2.49463,0.0184,0.0,0.0,0.0,0.57685,0.01219,0.11043,-616,3.83371,0.00009,0.00346,0.01719,0.04434,0.14616,0.3449,0.32812,0.10628,0.00933,0.00012,0.71317,0.23656,0.04107,0.00921,4.0,8.0,5.0,7.0,3.0,6.0,1.0,2.0,4.0,8.0,5.0,7.0,3.0,6.0,1.0,2.0
orl,imagem,400,396,0.00758,0.9,0.1,0.0,0.0,0.90992,3.17852,9.1942,0.16163,0.09769,0.31255,1.7086,4.03989,0.81162,0.00005,0.00323,0.00517,0.00119,0.00004,0.02681,0.03127,0.09382,0.02681,0.8212,0.05371,0.12509,0.0,2.0,1.0,5.5,5.5,4.0,3.0,8.0,7.0,2.0,1.0,5.5,5.5,4.0,3.0,8.0,7.0
page-blocks,tabular,5473,10,0.2,0.0,0.22218,7.51464,0.2005,0.12825,17.2119,1012.47,0.18116,0.01369,0.11701,1.16247,4.64867,0.28293,0.36468,0.19252,0.10137,0.0466,0.00788,0.00194,0.00145,0.00058,0.00004,0.71381,0.23727,0.04177,0.00715,3.5,5.0,1.0,6.0,8.0,7.0,2.0,3.5,3.5,5.0,1.0,6.0,8.0,7.0,2.0,3.5
parkinsons_updrs,tabular,5875,21,0.09524,0.03249,0.09838,2.65549,0.25969,0.48721,3.07395,24.9329,0.29396,0.01255,0.11204,0.43748,3.85869,0.02302,0.21338,0.24682,0.37484,0.11183,0.01927,0.00694,0.00282,1,0.00009,0.69182,0.2776,0.02228,0.0083,5.0,6.5,4.0,6.5,3.0,8.0,1.5,1.5,5.0,6.5,4.0,6.5,3.0,8.0,1.5,1.5
planning-relax,tabular,182,12,0.75,0.0,0.06593,0.0,0.0,0.02674,-3.73845,122347.0,0.09205,0.03379,0.18381,2.04862,6.19705,0.76261,68,0.02999,0.03121,0.04031,0.04274,0.01269,0.01093,0.00109,0.00042,0.84105,0.0714,0.07389,0.01366,1.5,6.0,8.0,7.0,4.0,5.0,1.5,3.0,1.5,6.0,8.0,7.0,4.0,5.0,1.5,3.0
plasma_retinol,tabular,315,18,0.16667,0.29753,0.26984,1.33518,0.10095,0.20834,4.06411,38.8231,0.56231,0.03261,0.18059,-0.91425,3.74027,0.02574,0.0514,0.02255,0.00898,0.2791,0.10102,0.3599,0.06169,0.08596,0.00366,0.78384,0.13616,0.07959,0.0004,3.5,3.5,8.0,5.0,1.0,7.0,2.0,6.0,3.5,3.5,8.0,5.0,1.0,7.0,2.0,6.0
plrx,tabular,182,12,0.5,0.0,0.06044,0.0,0.0,0.2065,-0.16227,0.49181,0.40206,0.01707,0.13063,0.49528,3.15882,0.00055,0.03977,0.19161,0.29822,0.25335,0.13703,0.0595,0.01572,0.0037,0.00055,0.68387,0.27594,0.03533,0.00486,3.0,5.0,7.0,8.0,2.0,6.0,1.0,4.0,3.0,5.0,7.0,8.0,2.0,6.0,1.0,4.0
promoters,tabular,106,57,0.75439,0.0,0.0,1.94633,0.03233,0.0,0.0,0.0,0.71625,0.00766,0.08752,-0.33994,4.44894,0.00018,0.00018,0.00036,0.00036,0.00773,0.07853,0.32147,0.42875,0.14933,0.01312,692.0,0.26757,0.0363,0.00413,3.0,7.0,6.0,8.0,4.0,5.0,1.0,2.0,3.0,7.0,6.0,8.0,4.0,5.0,1.0,2.0
pwLinear,tabular,200,10,1.0,291,0.0,1.51782,0.0097,0.0,0.0,0.0,0.53133,0.01762,0.13275,-0.29924,3.04844,0.00196,0.01427,0.03432,0.13,0.20583,0.30814,0.20518,0.08608,0.01382,0.0004,0.67568,0.27945,0.04261,0.00226,4.0,7.0,5.5,8.0,2.0,5.5,1.0,3.0,4.0,7.0,5.5,8.0,2.0,5.5,1.0,3.0
sat,tabular,6435,36,0.16667,0.0,0.04631,5.58468,0.09483,0.0,0.0,0.0,0.36161,0.03537,0.18807,0.52002,2.58358,0.05978,0.14656,0.2327,0.18418,0.1408,0.1049,0.07379,0.04185,0.01452,0.00092,0.65998,0.30133,0.03843,0.00026,2.5,7.0,2.5,6.0,4.0,8.0,1.0,5.0,2.5,7.0,2.5,6.0,4.0,8.0,1.0,5.0
secom,tabular,1567,590,0.01017,0.26171,0.42182,0.10957,0.46702,0.04319,5.12456,212724.0,0.24804,0.03995,0.19986,0.25875,1.45432,0.5,0.00003,0.01043,0.14983,246,0.07306,0.01688,0.00324,0.00051,0.00003,0.75794,0.23218,0.00972,0.00016,5.0,6.5,1.0,8.0,6.5,4.0,2.0,3.0,5.0,6.5,1.0,8.0,6.5,4.0,2.0,3.0
segment,tabular,2310,18,0.22222,0.1222,0.2,7.76402,0.12444,0.30984,3.7238,43.3575,0.42889,0.03823,0.19552,0.55375,2.70603,0.01746,0.08803,0.17156,0.20745,0.22304,0.1103,0.0511,0.06532,0.0618,0.00395,0.67614,0.27327,0.0506,0.0,4.0,5.0,2.0,6.5,3.0,8.0,1.0,6.5,4.0,5.0,2.0,6.5,3.0,8.0,1.0,6.5
segmentation,tabular,2310,18,0.22222,0.1222,0.2,7.76402,0.12444,0.30984,3.7238,43.3575,0.42889,0.03823,0.19552,0.55375,2.70603,0.01746,0.08803,0.17156,0.20745,0.22304,0.1103,0.0511,0.06532,0.0618,0.00395,0.67614,0.27327,0.0506,0.0,2.5,7.0,2.5,5.5,4.0,8.0,1.0,5.5,2.5,7.0,2.5,5.5,4.0,8.0,1.0,5.5
seismic,tabular,646,24,0.04167,0.58346,0.22446,0.90753,0.14724,0.38886,2.71573,10.8892,0.40441,0.04482,0.21172,0.43925,1.87659,0.00999,0.18575,0.2357,0.13645,0.09374,0.07979,0.15905,0.07834,0.02026,0.00094,0.57027,0.41471,0.01502,0.0,1.5,6.0,3.5,5.0,7.0,8.0,1.5,3.5,1.5,6.0,3.5,5.0,7.0,8.0,1.5,3.5
sentiment,texto,2748,200,0.87,0.98877,0.07642,0.0,0.0,0.01054,12.4242,171366.0,0.91848,0.02678,0.16364,-2.88475,14.63451,14,0.0,0.00002,0.00011,0.00054,0.00169,0.00391,0.21201,0.01859,0.74914,0.77266,0.21118,0.00192,0.01424,4.0,6.0,5.0,7.0,8.0,3.0,2.0,1.0,4.0,6.0,5.0,7.0,8.0,3.0,2.0,1.0
smartphone_brha,tabular,180,67,0.02985,0.0,0.3,4.90689,0.0,0.60076,0.48216,0.90459,0.36928,0.04562,0.21359,0.23851,2.06998,0.1018,0.19814,0.1406,0.08492,0.16363,0.14246,0.11335,0.03445,0.01508,0.00559,0.61676,0.36096,0.02228,0.0,1.5,6.0,4.0,8.0,3.0,7.0,1.5,5.0,1.5,6.0,4.0,8.0,3.0,7.0,1.5,5.0
sms,texto,835,500,606.0,0.99135,0.05509,0.0,0.5,0.01252,15.2072,272037.0,0.5211,0.22356,0.47282,-0.06083,1.05338,0.44828,0.01882,0.00624,0.00252,0.00055,0.00051,0.00058,0.05017,0.00957,0.46277,0.11352,0.88648,0.0,0.0,3.0,8.0,4.0,6.0,7.0,2.0,1.0,5.0,3.0,8.0,4.0,6.0,7.0,2.0,1.0,5.0
solar-flare_1,tabular,315,12,0.58333,0.25159,0.19048,0.82329,0.04928,0.0,0.0,0.0,0.47731,0.02843,0.16862,-0.33984,3.20592,0.02034,0.05087,0.06588,0.15392,0.22465,0.24056,0.15758,0.06414,0.01988,0.00218,0.71386,0.22752,0.0586,0.00002,6.0,5.0,2.0,8.0,7.0,4.0,1.0,3.0,6.0,5.0,2.0,8.0,7.0,4.0,1.0,3.0
sonar,tabular,208,59,0.28814,0.00073,0.11058,0.0,0.0,0.22833,0.96203,2.22257,0.49396,0.02243,0.14978,0.12337,3.00478,0.00432,0.01756,0.06573,0.17684,0.27569,0.22487,0.14061,0.06824,0.02267,0.00348,0.68585,0.26473,0.04757,0.00186,4.5,7.0,4.5,8.0,2.0,4.5,1.0,4.5,4.5,7.0,4.5,8.0,2.0,4.5,1.0,4.5
soybean-small,tabular,47,21,0.38095,0.42958,0.42553,1.19855,0.17768,0.0,0.0,0.0,0.63028,0.03858,0.19641,-0.70273,2.73462,0.00463,0.01758,0.0518,0.07956,0.10083,0.11008,0.17669,0.25624,0.16744,0.03515,0.66975,0.28307,0.0444,0.00278,7.0,3.5,6.0,8.0,5.0,3.5,1.0,2.0,7.0,3.5,6.0,8.0,5.0,3.5,1.0,2.0
spambase,texto,4601,57,0.03509,0.77415,0.2369,7.48112,0.20007,0.06026,10.8722,220127.0,0.19174,0.01004,0.10022,1.88445,9.28962,0.12278,0.51622,0.23895,0.08532,0.0246,0.00493,0.0022,0.00347,0.00153,0.00001,0.78058,0.17719,0.02953,0.01269,6.0,7.0,2.0,8.0,5.0,4.0,1.0,3.0,6.0,7.0,2.0,8.0,5.0,4.0,1.0,3.0
SPECT,tabular,267,22,0.81818,0.68846,0.24719,0.86366,0.0634,0.0,0.0,0.0,0.62344,0.02389,0.15458,-0.92518,4.6954,0.00966,0.0,0.01349,0.05277,0.11154,0.16215,0.28197,0.29129,0.06356,0.01357,0.74709,0.2052,0.03804,0.00966,3.0,5.0,7.0,8.0,1.0,6.0,2.0,4.0,3.0,5.0,7.0,8.0,1.0,6.0,2.0,4.0
SPECTF,tabular,267,44,0.52273,0.0,0.1573,4.79307,0.16091,0.0,0.0,0.0,0.29388,0.03762,0.19395,1.1508,3.4382,0.07716,0.34547,0.22953,0.11363,0.06384,0.06094,0.05196,0.03965,0.01625,0.00158,0.74574,0.18842,0.06266,0.00318,2.0,7.0,5.5,8.0,3.0,5.5,1.0,4.0,2.0,7.0,5.5,8.0,3.0,5.5,1.0,4.0
splice,tabular,1247,61,0.01639,0.0,0.39294,1.90165,0.01005,0.0,-0.00495,-1.20715,0.68512,0.00552,0.07431,-0.23969,5.2762,0.00027,0.00017,0.00022,0.00019,0.00453,0.11342,0.46518,0.35613,0.05806,0.00184,0.69111,0.26722,0.03864,0.00302,1.0,7.5,5.5,7.5,4.0,5.5,2.0,3.0,1.0,7.5,5.5,7.5,4.0,5.5,2.0,3.0
svhn,imagem,732,1024,0.04297,0.00007,0.03142,7.4004,0.28298,0.57386,0.4156,-0.39381,0.29164,0.02054,0.14333,0.98404,3.87552,0.03372,0.26585,0.30214,0.19629,0.10746,0.05544,0.02603,0.01007,0.00264,0.00036,0.70748,0.24421,0.03841,0.0099,4.0,5.0,2.0,6.0,3.0,7.5,1.0,7.5,4.0,5.0,2.0,6.0,3.0,7.5,1.0,7.5
tecator,tabular,240,124,0.54032,0.0,0.1375,0.0,0.0,0.04685,7.8548,108742.0,0.41673,19.0,0.13784,0.37142,3.57165,0.00506,0.04585,0.14582,0.2659,0.28522,0.16412,0.05764,0.0205,0.00746,0.00244,0.70209,0.2492,0.04104,0.00767,2.5,2.5,6.5,8.0,6.5,5.0,1.0,4.0,2.5,2.5,6.5,8.0,6.5,5.0,1.0,4.0
thoracic-surgery1,tabular,470,16,125.0,0.0,0.34468,0.92127,0.01994,0.03298,3.07947,15006.0,0.48646,0.03233,0.17979,-0.47588,2.90184,0.03072,0.0754,0.0343,0.13351,0.18689,0.26811,0.16644,0.07995,0.02336,0.00132,0.71956,0.22723,0.05321,0.0,2.0,5.0,7.0,4.0,8.0,6.0,1.0,3.0,2.0,5.0,7.0,4.0,8.0,6.0,1.0,3.0
thoracic-surgery2,tabular,470,37,0.05405,0.56757,0.35745,0.5674,0.03175,0.03298,3.07947,15006.0,0.56155,0.02805,0.16748,-0.88945,4.17256,0.03285,0.00537,0.00013,0.11517,0.19495,0.2363,0.21956,0.12889,0.0644,0.00238,0.65156,0.30763,0.02002,0.02079,5.5,4.0,8.0,3.0,5.5,7.0,2.0,1.0,5.5,4.0,8.0,3.0,5.5,7.0,2.0,1.0
triazines,tabular,186,58,0.15517,0.0,0.23118,0.0,0.0,0.20582,3.25344,18.2198,0.61967,0.04057,0.20141,-0.58273,2.72461,0.0057,0.02493,0.06765,0.07719,0.06719,0.13595,0.23534,0.21081,0.11014,0.0651,0.65132,0.3116,0.0365,0.00058,2.0,7.0,3.0,8.0,4.5,4.5,1.0,6.0,2.0,7.0,3.0,8.0,4.5,4.5,1.0,6.0
vehicle,tabular,846,18,0.05556,0.00703,0.01891,5.05493,0.10358,0.0,0.83435,-0.22166,0.3697,0.02371,0.15398,0.52148,2.82969,0.00988,0.12046,0.2453,0.23564,0.18307,0.11964,0.05978,0.02069,0.00478,0.00076,0.66507,0.29781,0.03395,0.00317,2.0,8.0,5.0,7.0,3.5,6.0,1.0,3.5,2.0,8.0,5.0,7.0,3.5,6.0,1.0,3.5
waveform,tabular,5000,21,0.90476,0.00164,9.0,0.0,0.0,0.29796,0.07513,-0.3521,0.37163,0.01735,0.13172,0.47651,2.73932,0.00138,0.07478,0.26328,0.2739,0.20876,0.1208,0.04623,0.00997,0.00088,0.00002,0.66062,0.30293,0.03413,0.00233,5.0,2.0,6.0,3.0,7.0,8.0,1.0,4.0,5.0,2.0,6.0,3.0,7.0,8.0,1.0,4.0
waveform-noise,tabular,5000,40,0.9,0.00294,0.0114,0.0,0.0,0.08854,0.03546,-0.19742,0.41471,0.01415,0.11896,0.42965,2.93117,0.00018,0.01627,0.15333,0.31996,0.27818,0.15714,0.06011,0.0135,0.0013,0.00003,0.6756,0.28273,0.03871,0.00296,6.0,3.5,5.0,3.5,7.0,8.0,1.0,2.0,6.0,3.5,5.0,3.5,7.0,8.0,1.0,2.0
wdbc,tabular,569,30,0.03333,0.00457,0.11599,0.0,0.0,0.3949,1.73582,7.73571,0.26331,0.02016,0.14198,1.02348,4.13435,0.08015,0.31651,0.26249,0.18194,0.09143,0.03887,0.01784,0.00821,0.00215,0.0004,0.71059,0.24466,0.03272,0.01203,1.0,7.0,3.0,6.0,5.0,8.0,2.0,4.0,1.0,7.0,3.0,6.0,5.0,8.0,2.0,4.0
winequality,tabular,6497,11,0.09091,0.00211,0.10097,0.0,0.0,0.24479,1.36319,8.00958,0.23934,0.00701,0.08375,0.61675,4.1103,0.02467,0.32306,0.42636,0.19182,0.02903,0.00385,0.0006,0.00056,0.00004,0.0,0.68154,0.28451,0.02786,0.00609,4.0,7.0,2.5,6.0,8.0,5.0,1.0,2.5,4.0,7.0,2.5,6.0,8.0,5.0,1.0,2.5
wisc,tabular,683,10,0.7,0.0,0.1757,2.12638,0.22349,0.0,0.0,0.0,0.40982,0.0726,0.26944,0.09215,1.59358,0.16915,0.19291,0.05156,0.06123,0.08281,0.1196,0.14604,0.11754,0.04278,0.01637,0.52551,0.46999,0.0045,0.0,3.0,7.0,5.0,8.0,4.0,6.0,1.0,2.0,3.0,7.0,5.0,8.0,4.0,6.0,1.0,2.0
wpbc,tabular,198,33,0.0303,0.01393,0.12121,0.0,2.85297,0.30592,1.07794,2.57389,0.32139,0.01735,0.13172,0.79014,3.72371,0.01482,0.1568,0.31826,0.26857,0.14213,0.0622,0.02677,0.00856,0.00159,0.00031,0.70338,0.25165,0.03676,0.0082,3.0,8.0,4.0,7.0,1.5,6.0,1.5,5.0,3.0,8.0,4.0,7.0,1.5,6.0,1.5,5.0
yeast,tabular,205,21,0.33333,0.00186,0.11707,0.0,1.58594,0.62828,0.59219,1.40589,0.30622,0.03229,0.17971,0.80472,3.89789,0.13032,0.20574,0.13252,267,0.16561,0.03907,0.02257,0.01114,0.02233,0.00368,0.69986,0.25768,0.02721,0.01526,3.0,7.0,4.0,5.0,6.0,8.0,1.0,2.0,3.0,7.0,4.0,5.0,6.0,8.0,1.0,2.0
zcell237,tabular,237,18,0.72222,0.0,0.05907,0.0,1.58793,0.19717,-0.03516,0.31597,0.59148,0.03453,0.18581,-0.5974,2.43243,0.00136,0.02321,0.07341,0.09637,0.09494,0.14618,0.21058,0.25942,0.08675,0.0078,0.65952,0.30562,0.03418,0.00068,3.0,8.0,5.5,5.5,7.0,4.0,2.0,1.0,3.0,8.0,5.5,5.5,7.0,4.0,2.0,1.0
zoo,tabular,101,17,0.05882,0.51136,0.44554,0.88825,0.13271,0.0,0.01917,-1.20251,0.64171,0.03241,0.18003,-1.07359,3.7927,0.01327,0.00891,0.04574,0.06792,0.07545,0.08713,0.22812,0.31842,0.14079,0.01426,0.73861,0.2097,0.03842,0.01327,3.5,7.0,6.0,8.0,2.0,5.0,1.0,3.5,3.5,7.0,6.0,8.0,2.0,5.0,1.0,3.5
